income,loan_amount,credit_utilization,transaction_frequency,mobile_money_activity,payment_history_score,late_payments,open_loans,business_age_months,debt_ratio,probability_of_default,default
586.38,50.0,0.414,38,0.183,0.576,2,1,84,0.457,0.799,1
1259.67,500.81,0.58,52,0.554,0.643,2,2,123,0.789,0.96,1
1766.37,190.94,0.454,52,1.0,0.821,2,3,131,0.37,0.617,0
945.62,285.29,0.36,33,0.612,0.917,1,2,43,0.122,0.386,1
1200.86,291.98,0.2,35,0.426,0.565,2,2,41,0.556,0.839,1
1345.07,216.36,0.679,41,0.365,0.326,0,0,71,0.561,0.937,1
799.39,223.15,0.918,47,0.749,0.384,2,1,33,0.213,0.942,1
1112.05,300.5,0.347,38,0.352,0.501,2,3,42,0.366,0.843,1
1006.3,361.52,0.519,47,0.371,0.346,4,1,155,0.293,0.952,1
1048.84,480.78,0.199,38,0.778,0.502,1,4,98,0.448,0.86,1
613.5,865.18,0.117,43,0.143,0.72,1,2,62,0.614,0.976,1
1012.26,163.28,0.2,41,0.828,0.633,1,3,111,0.213,0.507,0
1249.0,431.68,0.133,39,0.872,0.697,1,1,93,0.737,0.832,0
1725.57,593.16,0.605,36,0.853,0.827,0,1,132,0.173,0.575,1
1479.64,222.78,0.64,32,0.914,0.467,3,2,152,0.642,0.957,1
2076.59,50.0,0.949,35,0.228,0.592,0,3,152,0.284,0.783,0
616.33,50.0,0.943,43,0.33,0.747,0,2,14,0.815,0.92,1
1436.16,50.0,0.448,42,0.711,0.336,0,3,96,0.406,0.813,0
1091.67,785.03,0.256,32,0.668,0.889,1,4,108,0.829,0.916,1
2094.9,553.54,0.492,46,0.191,0.813,0,4,177,0.095,0.427,1
595.85,588.99,0.858,37,0.49,0.692,1,4,122,0.272,0.965,1
580.14,645.35,0.664,31,0.608,0.504,1,1,156,0.272,0.978,1
700.3,256.13,0.607,40,0.65,0.886,1,3,129,0.465,0.773,0
150.0,975.76,0.676,36,0.96,0.72,1,3,64,0.597,1.0,1
737.12,483.87,0.187,37,0.719,0.634,1,4,104,0.64,0.915,1
620.43,381.81,0.393,45,0.407,0.851,2,1,44,0.469,0.854,1
1075.2,677.5,0.223,42,0.465,0.797,2,5,85,0.525,0.857,1
1170.88,566.82,0.904,44,0.388,0.436,0,2,99,0.629,0.977,1
1938.09,733.76,0.225,45,0.584,0.862,1,1,169,0.52,0.672,1
1475.21,748.46,0.213,37,0.146,0.48,2,4,80,0.694,0.951,1
711.55,311.69,0.866,41,0.106,0.44,1,2,82,0.434,0.963,1
550.79,446.76,0.904,30,0.444,0.616,2,2,46,0.886,0.994,1
1245.96,172.7,0.691,34,0.553,0.576,2,3,168,0.26,0.819,1
339.88,50.0,0.949,39,0.288,0.872,1,4,20,0.696,0.892,1
1915.73,609.2,0.095,32,0.867,0.857,3,1,84,0.859,0.854,1
1589.72,639.26,0.697,49,0.202,0.801,3,1,52,0.519,0.917,1
765.41,50.0,0.219,46,0.945,0.496,1,3,131,0.879,0.894,1
150.0,220.7,0.389,44,0.565,0.654,1,2,2,0.489,0.989,1
1676.94,414.02,0.315,48,0.291,0.436,0,4,95,0.179,0.68,1
942.73,437.85,0.832,36,0.743,0.727,1,0,167,0.07,0.788,1
1618.91,911.25,0.156,36,0.704,0.75,1,2,27,0.788,0.897,1
202.79,243.27,0.328,41,0.417,0.98,2,1,168,0.552,0.945,0
700.31,357.17,0.731,47,0.703,0.614,0,4,75,0.075,0.796,1
1002.62,562.46,0.723,33,0.239,0.712,1,0,167,0.356,0.898,1
1023.49,312.45,0.537,38,0.138,0.539,2,2,106,0.122,0.791,1
774.97,273.76,0.782,37,0.931,0.768,4,1,78,0.388,0.919,1
1311.42,253.24,0.126,33,0.9,0.388,3,1,2,0.784,0.956,1
466.19,458.25,0.054,45,0.685,0.315,3,4,6,0.817,0.993,1
928.81,356.08,0.143,38,0.653,0.778,0,2,57,0.768,0.786,0
1060.15,570.62,0.786,32,0.333,0.934,1,1,10,0.878,0.956,1
1257.22,489.36,0.496,40,0.476,0.649,0,1,126,0.43,0.814,0
1355.81,50.0,0.396,44,0.687,0.533,1,1,143,0.585,0.814,1
437.68,50.0,0.261,41,0.847,0.742,1,3,175,0.635,0.704,0
232.94,274.81,0.167,35,0.208,0.851,2,1,43,0.769,0.971,1
1638.84,645.0,0.571,35,0.65,0.931,3,2,125,0.554,0.859,1
1166.16,237.08,0.626,51,0.638,0.815,2,3,159,0.256,0.679,1
625.76,493.65,0.095,29,0.874,0.31,2,3,173,0.08,0.902,1
1775.58,549.62,0.116,42,0.662,0.943,1,5,152,0.171,0.289,1
1057.84,535.07,0.706,45,0.119,0.633,1,2,6,0.878,0.979,1
1589.65,263.14,0.442,37,0.62,0.485,2,3,56,0.065,0.696,0
1033.76,112.98,0.335,46,0.642,0.567,2,4,140,0.427,0.771,1
2030.37,71.94,0.485,47,0.57,0.957,1,0,72,0.685,0.641,1
1877.67,1142.73,0.225,34,0.13,0.302,2,1,85,0.417,0.954,1
875.52,513.86,0.073,40,0.159,0.886,1,1,60,0.205,0.492,1
1485.79,860.15,0.363,37,0.294,0.661,1,1,150,0.096,0.719,1
1322.69,191.72,0.344,26,0.153,0.585,2,2,169,0.369,0.752,0
1684.32,712.08,0.412,34,0.459,0.657,1,1,160,0.543,0.873,0
517.54,280.8,0.504,37,0.911,0.857,1,0,100,0.738,0.909,1
1343.03,392.76,0.77,42,0.444,0.555,1,0,173,0.54,0.934,1
1529.21,328.41,0.865,49,0.279,0.629,2,1,41,0.776,0.965,1
150.0,180.14,0.21,31,0.871,0.931,2,1,108,0.895,0.977,1
408.37,183.94,0.408,42,0.949,0.673,2,2,62,0.407,0.857,1
150.0,390.22,0.071,37,0.784,0.402,1,0,157,0.252,0.998,1
865.3,253.23,0.631,41,0.533,0.639,0,1,159,0.213,0.719,1
1358.77,431.68,0.363,45,0.682,0.603,2,1,104,0.253,0.763,0
1751.18,190.54,0.438,44,0.323,0.652,2,5,115,0.351,0.719,1
1037.05,576.87,0.11,41,0.9,0.302,2,1,127,0.383,0.929,1
1814.31,285.01,0.809,44,0.433,0.694,1,3,42,0.714,0.921,1
309.95,809.23,0.709,41,0.848,0.862,2,2,105,0.857,1.0,1
150.0,387.34,0.196,50,0.475,0.878,0,3,168,0.459,0.996,1
972.23,374.45,0.055,39,0.325,0.305,3,2,41,0.425,0.917,1
1192.03,800.88,0.155,29,0.902,0.628,3,3,6,0.069,0.797,1
983.65,276.18,0.492,33,0.517,0.455,2,5,121,0.373,0.896,1
150.0,298.27,0.781,43,0.526,0.795,1,2,5,0.171,0.994,1
955.44,224.76,0.698,40,0.12,0.677,1,1,59,0.788,0.936,1
347.77,451.11,0.625,37,0.534,0.825,1,0,52,0.684,0.987,1
1334.84,216.2,0.769,46,0.223,0.326,2,1,18,0.455,0.957,1
1183.3,594.17,0.511,35,0.959,0.652,2,0,157,0.678,0.95,1
530.06,388.36,0.649,40,0.959,0.792,0,1,35,0.382,0.884,1
743.07,609.72,0.801,27,0.359,0.663,1,2,33,0.346,0.957,1
470.39,581.55,0.549,38,0.211,0.556,1,3,2,0.585,0.992,1
968.66,271.88,0.595,32,0.211,0.346,2,2,81,0.811,0.981,1
1477.57,215.76,0.61,35,0.109,0.458,0,2,175,0.816,0.944,1
507.14,317.91,0.886,43,0.254,0.943,2,1,152,0.628,0.949,1
1252.02,402.22,0.459,43,0.804,0.355,3,2,105,0.878,0.985,1
734.87,483.51,0.131,33,0.709,0.614,2,2,159,0.188,0.788,1
603.56,511.28,0.834,39,0.503,0.7,1,2,34,0.244,0.944,1
946.48,392.02,0.1,57,0.619,0.851,3,3,100,0.76,0.851,1
482.38,229.71,0.092,38,0.537,0.851,1,1,72,0.421,0.611,1
723.18,253.34,0.226,43,0.628,0.459,1,3,8,0.18,0.745,0
401.06,529.59,0.116,42,0.776,0.436,1,2,25,0.336,0.974,1
1982.36,237.45,0.52,61,0.597,0.728,1,2,54,0.084,0.475,0
1017.63,540.06,0.838,40,0.341,0.874,2,2,94,0.624,0.943,0
650.14,548.24,0.27,39,0.768,0.402,1,1,139,0.676,0.979,1
1106.99,783.48,0.095,57,0.515,0.451,2,2,106,0.824,0.975,1
943.84,279.79,0.277,44,0.7,0.469,2,0,71,0.146,0.747,0
889.52,318.71,0.311,34,0.44,0.587,3,3,8,0.434,0.886,1
1307.08,50.0,0.829,42,0.294,0.34,0,1,171,0.509,0.925,0
1378.75,164.23,0.642,36,0.794,0.36,1,1,70,0.871,0.971,1
734.75,160.97,0.184,28,0.559,0.979,0,1,6,0.37,0.34,0
712.09,526.42,0.311,30,0.137,0.717,0,1,168,0.409,0.843,1
862.47,851.84,0.617,46,0.211,0.438,1,4,6,0.683,0.993,1
150.0,545.19,0.098,41,0.97,0.645,4,1,178,0.281,1.0,1
242.4,647.7,0.661,37,0.159,0.775,5,4,118,0.53,1.0,1
1683.44,222.17,0.837,35,0.944,0.475,1,1,87,0.85,0.971,1
1822.48,100.51,0.83,48,0.825,0.826,1,0,178,0.768,0.877,1
875.48,339.49,0.103,41,0.89,0.591,4,2,150,0.631,0.917,1
1288.28,244.06,0.778,43,0.998,0.558,4,2,2,0.719,0.98,1
1155.63,184.73,0.501,41,0.745,0.65,1,1,101,0.289,0.686,1
2539.44,454.57,0.5,42,0.292,0.795,3,3,5,0.844,0.926,1
1559.79,103.52,0.57,40,0.663,0.433,2,2,95,0.451,0.89,1
936.04,606.62,0.418,26,0.542,0.791,3,3,10,0.652,0.948,1
522.23,300.14,0.693,35,0.928,0.884,0,1,125,0.274,0.756,1
196.78,388.69,0.34,36,0.752,0.87,0,2,1,0.569,0.994,1
1101.73,424.95,0.722,43,0.577,0.829,1,3,131,0.72,0.917,1
621.82,283.32,0.884,51,0.715,0.421,1,2,39,0.247,0.947,0
288.87,716.39,0.165,35,0.96,0.497,1,2,30,0.651,0.999,1
676.71,50.0,0.451,34,0.612,0.74,2,2,119,0.341,0.64,1
459.23,720.83,0.067,37,0.768,0.359,2,2,88,0.865,0.998,1
1843.57,313.24,0.446,46,0.318,0.819,5,1,164,0.197,0.701,1
1440.82,630.19,0.444,39,0.213,0.71,1,5,93,0.515,0.855,1
996.01,450.31,0.704,49,0.901,0.717,4,1,89,0.137,0.877,1
1739.97,612.62,0.369,35,0.572,0.962,0,0,137,0.269,0.422,0
1038.68,370.4,0.848,40,0.827,0.426,1,2,90,0.817,0.984,1
569.36,459.61,0.409,48,0.422,0.636,1,2,95,0.633,0.959,1
1761.56,674.48,0.547,42,0.778,0.804,1,1,151,0.308,0.724,0
1269.46,423.96,0.284,44,0.409,0.429,6,1,97,0.336,0.943,1
481.38,732.52,0.19,39,0.212,0.839,0,3,126,0.377,0.944,1
904.83,488.05,0.642,36,0.25,0.549,0,2,40,0.051,0.803,1
562.19,216.82,0.429,51,0.616,0.349,2,2,39,0.684,0.971,1
308.6,311.3,0.606,50,0.627,0.721,1,4,56,0.807,0.986,1
1463.09,622.03,0.598,35,0.402,0.43,5,2,12,0.441,0.977,1
1954.71,90.05,0.49,55,0.555,0.641,1,1,119,0.757,0.861,1
300.72,598.22,0.322,36,0.1,0.919,0,1,30,0.636,0.991,1
1281.48,308.56,0.227,41,0.483,0.376,3,3,137,0.566,0.928,1
674.68,77.57,0.214,42,0.501,0.701,1,5,29,0.099,0.36,1
756.44,451.81,0.533,40,0.124,0.347,1,1,110,0.339,0.953,1
703.8,224.95,0.317,55,0.81,0.821,0,2,60,0.464,0.622,1
568.0,257.09,0.553,47,0.676,0.499,0,2,161,0.648,0.944,0
1024.26,243.57,0.767,48,0.615,0.436,2,1,31,0.348,0.931,1
584.52,428.72,0.5,29,0.345,0.453,2,2,43,0.491,0.974,1
1135.23,302.51,0.474,36,0.328,0.613,3,1,47,0.626,0.927,1
974.88,497.74,0.905,48,0.82,0.486,0,2,13,0.591,0.974,1
880.53,653.11,0.388,39,0.21,0.424,1,1,140,0.399,0.952,1
546.22,535.42,0.077,42,0.813,0.845,2,2,40,0.148,0.757,1
711.61,851.33,0.844,42,0.105,0.949,2,3,168,0.199,0.952,1
1377.7,912.84,0.252,38,0.699,0.781,1,5,175,0.076,0.616,1
1250.46,327.44,0.588,34,0.163,0.559,0,1,2,0.759,0.944,1
511.22,111.84,0.894,58,0.82,0.357,4,0,40,0.733,0.99,1
1049.67,327.72,0.72,48,0.787,0.627,1,1,125,0.202,0.804,1
1375.69,429.59,0.8,51,0.19,0.975,3,2,167,0.725,0.917,1
165.3,956.44,0.431,50,0.913,0.912,2,2,126,0.584,1.0,1
1271.68,306.3,0.463,38,0.869,0.726,5,0,84,0.127,0.762,0
668.69,469.48,0.103,34,0.227,0.701,0,3,139,0.112,0.597,1
1285.3,229.71,0.652,57,0.214,0.401,1,4,148,0.524,0.929,1
618.37,313.33,0.72,37,0.741,0.639,2,3,4,0.23,0.91,1
150.0,96.4,0.527,42,0.913,0.509,0,1,90,0.222,0.882,1
186.23,50.0,0.817,40,0.566,0.536,1,4,79,0.445,0.923,1
1024.04,740.23,0.148,40,0.148,0.4,3,1,145,0.704,0.98,0
1129.86,666.55,0.129,53,0.613,0.312,1,2,79,0.647,0.959,1
547.84,307.6,0.166,44,0.209,0.887,2,3,59,0.342,0.67,1
1319.3,665.85,0.827,48,0.136,0.567,1,3,156,0.713,0.976,1
169.24,73.27,0.218,47,0.88,0.62,1,1,53,0.323,0.744,1
966.96,356.66,0.115,48,0.542,0.844,4,2,133,0.639,0.83,1
394.49,443.57,0.764,35,0.608,0.94,1,4,98,0.567,0.97,1
674.08,716.51,0.678,49,0.72,0.862,3,2,97,0.337,0.962,1
1023.7,449.39,0.194,38,0.744,0.948,1,2,108,0.586,0.672,1
569.79,536.19,0.737,31,0.376,0.655,1,1,84,0.884,0.992,1
807.72,282.51,0.315,45,0.259,0.361,3,1,61,0.844,0.979,1
1503.15,465.99,0.076,40,0.15,0.913,2,1,117,0.617,0.648,0
711.55,716.09,0.081,44,0.185,0.531,3,3,131,0.243,0.937,1
1417.85,50.0,0.159,41,0.813,0.968,1,2,102,0.749,0.517,1
435.15,684.02,0.787,43,0.621,0.695,2,1,136,0.381,0.994,1
1264.9,347.51,0.408,32,0.666,0.388,3,4,76,0.41,0.927,1
1720.78,50.0,0.39,41,0.847,0.565,2,4,127,0.837,0.908,1
150.0,333.22,0.764,36,0.823,0.994,0,3,177,0.624,0.997,1
601.55,722.52,0.632,47,0.445,0.883,1,2,98,0.23,0.933,1
1288.54,279.42,0.844,53,0.375,0.333,2,0,22,0.233,0.938,1
898.48,474.83,0.072,35,0.746,0.368,1,3,169,0.559,0.922,1
1185.57,50.0,0.2,35,0.129,0.846,1,1,46,0.636,0.563,1
698.01,50.0,0.818,35,0.499,0.964,2,0,16,0.684,0.83,1
1043.29,130.82,0.914,30,0.946,0.989,1,4,93,0.124,0.496,1
922.16,653.2,0.315,43,0.603,0.793,1,3,9,0.697,0.923,1
1583.89,387.29,0.083,34,0.637,0.522,1,2,23,0.712,0.855,1
1127.21,674.92,0.06,40,0.846,0.414,1,0,16,0.169,0.804,1
1168.8,689.53,0.076,52,0.801,0.883,0,1,49,0.246,0.465,1
794.06,210.46,0.643,32,0.498,0.396,2,2,151,0.236,0.902,1
756.2,791.75,0.277,43,0.376,0.704,0,4,34,0.322,0.896,1
783.72,263.91,0.384,35,0.491,0.961,0,2,108,0.477,0.566,1
1197.23,650.09,0.384,40,0.481,0.73,1,3,152,0.277,0.764,0
789.51,639.87,0.273,37,0.22,0.766,2,2,139,0.573,0.928,0
1144.89,416.26,0.212,34,0.872,0.866,5,4,28,0.718,0.899,1
2037.7,416.67,0.52,36,0.766,0.419,0,2,77,0.21,0.771,1
1435.56,480.12,0.112,35,0.837,0.858,1,3,43,0.349,0.484,1
836.99,428.86,0.462,41,0.756,0.576,1,1,71,0.59,0.933,1
1600.61,302.47,0.428,43,0.768,0.718,2,0,25,0.431,0.759,1
795.96,281.02,0.312,51,0.381,0.871,0,1,9,0.089,0.361,0
150.0,304.46,0.124,33,0.607,0.574,3,0,20,0.544,0.997,1
495.96,704.55,0.641,42,0.481,0.445,6,1,53,0.763,0.999,1
150.0,50.0,0.592,33,0.104,0.721,2,2,15,0.674,0.925,1
824.24,275.79,0.718,39,0.674,0.553,0,2,162,0.416,0.887,1
1009.21,318.51,0.529,45,0.263,0.408,0,0,109,0.622,0.936,1
1838.22,342.98,0.51,44,0.504,0.783,0,0,177,0.706,0.796,1
1163.46,474.19,0.27,39,0.905,0.844,1,2,99,0.767,0.836,1
890.45,62.94,0.408,51,0.309,0.736,0,2,48,0.137,0.365,0
1414.7,656.33,0.532,37,0.985,0.328,3,0,130,0.686,0.985,1
150.0,621.74,0.116,37,0.806,0.814,2,2,48,0.402,1.0,1
1117.81,568.58,0.683,38,0.901,0.814,1,4,70,0.418,0.861,1
1385.43,348.11,0.888,39,0.132,0.853,1,5,150,0.681,0.902,1
260.71,215.41,0.923,48,0.565,0.747,1,0,45,0.848,0.989,1
1571.88,318.7,0.781,40,0.751,0.782,3,1,171,0.765,0.944,1
1169.25,415.22,0.778,35,0.493,0.667,2,1,73,0.287,0.88,1
792.36,566.55,0.199,36,0.39,0.388,0,1,88,0.278,0.889,1
1316.39,379.67,0.345,47,0.31,0.751,0,2,68,0.432,0.65,0
2135.35,490.11,0.735,37,0.601,0.556,0,2,104,0.826,0.952,0
1090.93,291.52,0.084,38,0.916,0.89,2,1,84,0.463,0.541,1
1124.11,471.58,0.124,51,0.82,0.989,1,3,24,0.136,0.301,1
770.32,337.7,0.625,32,0.73,0.646,4,0,103,0.819,0.981,1
575.08,466.99,0.441,45,0.656,0.917,2,1,29,0.281,0.833,1
1415.17,50.0,0.665,57,0.641,0.669,1,0,114,0.157,0.593,1
571.96,521.78,0.281,48,0.926,0.682,1,1,51,0.161,0.844,1
1035.78,535.0,0.123,37,0.525,0.772,0,3,105,0.128,0.451,0
761.17,532.24,0.796,29,0.256,0.77,0,1,39,0.484,0.931,1
1239.49,153.14,0.754,39,0.902,0.463,1,1,150,0.376,0.885,0
1166.83,222.47,0.466,42,0.529,0.744,2,1,141,0.532,0.803,1
1518.77,182.85,0.842,40,0.305,0.387,1,4,94,0.229,0.885,1
744.99,482.5,0.251,43,0.465,0.722,3,1,114,0.757,0.953,0
865.06,564.56,0.38,32,0.621,0.326,2,1,33,0.656,0.983,1
510.62,225.86,0.268,37,0.489,0.778,2,1,5,0.588,0.857,1
777.85,728.9,0.128,38,0.804,0.94,1,4,8,0.376,0.786,1
1188.65,725.6,0.638,37,0.363,0.669,2,2,28,0.204,0.891,1
1378.49,434.49,0.582,29,0.704,0.648,1,3,104,0.116,0.7,0
538.92,492.72,0.45,42,0.33,0.899,1,2,17,0.634,0.937,1
1434.8,50.0,0.824,39,0.441,0.757,4,2,98,0.083,0.717,1
1677.82,267.74,0.494,53,0.333,0.735,3,3,174,0.481,0.819,1
1206.72,86.91,0.455,47,0.249,0.41,2,3,170,0.614,0.916,1
1938.4,172.5,0.663,42,0.224,0.464,3,4,104,0.193,0.851,0
613.11,528.63,0.084,30,0.594,0.739,0,3,137,0.119,0.654,1
377.67,589.01,0.301,46,0.574,0.95,1,2,102,0.146,0.915,1
150.0,599.46,0.8,45,0.878,0.483,3,3,29,0.772,1.0,1
1748.02,460.42,0.167,52,0.408,0.953,2,4,171,0.752,0.715,1
1327.18,530.84,0.787,38,0.12,0.926,0,2,22,0.404,0.761,1
972.21,50.0,0.621,41,0.765,0.434,3,4,163,0.146,0.822,0
1139.98,77.62,0.771,44,0.53,0.699,3,1,94,0.189,0.758,0
437.26,347.7,0.12,47,0.18,0.925,2,1,155,0.161,0.632,1
2222.88,549.37,0.685,44,0.255,0.321,2,4,161,0.713,0.979,1
1064.61,288.18,0.751,47,0.409,0.869,0,2,96,0.882,0.906,1
1054.7,59.8,0.073,35,0.553,0.671,0,1,88,0.094,0.237,0
1362.88,227.06,0.705,38,0.713,0.998,3,0,41,0.702,0.851,1
1240.5,166.63,0.489,36,0.815,0.81,0,3,33,0.889,0.838,1
1111.94,50.0,0.062,33,0.889,0.982,1,2,163,0.426,0.259,0
604.76,956.1,0.632,34,0.7,0.846,0,3,134,0.503,0.985,0
1235.73,708.22,0.267,39,0.623,0.387,5,3,32,0.32,0.961,1
1941.01,50.0,0.919,38,0.465,0.409,1,1,20,0.183,0.858,1
1672.71,50.0,0.93,49,0.394,0.964,2,3,84,0.815,0.884,1
1796.59,198.5,0.053,42,0.874,0.409,2,4,148,0.173,0.61,1
744.39,50.0,0.171,43,0.744,0.733,2,3,6,0.172,0.414,0
505.2,995.65,0.513,37,0.3,0.624,0,4,85,0.459,0.996,1
937.11,199.42,0.616,36,0.379,0.495,0,2,26,0.268,0.795,1
1027.86,490.39,0.619,33,0.248,0.928,4,1,146,0.7,0.941,1
1547.1,273.55,0.699,37,0.803,0.491,4,3,143,0.34,0.93,1
153.77,108.2,0.207,41,0.824,0.736,2,3,58,0.528,0.894,1
1764.78,661.84,0.32,50,0.132,0.526,1,2,74,0.859,0.949,0
921.0,563.71,0.534,44,0.789,0.44,1,1,16,0.627,0.973,1
786.56,385.11,0.177,33,0.632,0.543,1,2,161,0.717,0.922,1
493.95,995.48,0.78,34,0.674,0.85,2,2,87,0.81,0.999,1
172.57,458.76,0.756,44,0.932,0.402,1,2,164,0.157,1.0,1
1411.59,285.88,0.664,47,0.803,0.359,2,1,66,0.127,0.873,1
1036.66,878.82,0.349,40,0.527,0.998,2,3,105,0.108,0.678,0
355.02,500.97,0.573,44,0.873,0.885,1,3,22,0.534,0.98,1
352.46,806.98,0.055,39,0.687,0.401,2,1,32,0.707,0.999,1
832.11,390.23,0.59,27,0.322,0.489,0,2,151,0.29,0.879,1
1834.51,50.0,0.095,47,0.221,0.421,1,2,147,0.373,0.648,0
870.2,50.0,0.249,47,0.484,0.828,0,0,44,0.868,0.7,1
248.43,670.68,0.363,25,0.478,0.874,5,2,100,0.744,1.0,1
877.13,252.73,0.631,38,0.824,0.777,1,3,73,0.511,0.828,0
863.64,463.33,0.268,48,0.281,0.743,1,1,91,0.493,0.816,1
150.0,683.46,0.167,43,0.119,0.896,3,0,62,0.087,1.0,1
972.85,444.87,0.497,43,0.872,0.451,0,2,92,0.344,0.885,1
884.53,185.15,0.726,39,0.261,0.678,1,1,166,0.498,0.863,1
1348.1,397.23,0.402,39,0.344,0.543,1,2,84,0.132,0.692,1
1924.48,426.73,0.823,46,0.112,0.929,0,0,15,0.562,0.777,1
1563.28,297.96,0.897,47,0.587,0.555,1,3,62,0.75,0.962,1
865.56,53.76,0.693,42,0.562,0.596,0,3,119,0.386,0.756,1
446.74,311.13,0.777,36,0.58,0.561,1,2,104,0.125,0.921,1
2286.68,376.8,0.549,34,0.65,0.79,0,2,116,0.358,0.598,0
1029.61,50.0,0.568,37,0.684,0.74,1,1,61,0.589,0.77,1
1006.96,170.48,0.083,34,0.59,0.923,1,1,162,0.62,0.506,0
987.94,220.79,0.528,33,0.567,0.651,1,5,121,0.688,0.891,1
1099.04,50.0,0.525,44,0.727,0.952,1,0,98,0.159,0.315,1
927.82,432.06,0.553,34,0.863,0.314,1,1,41,0.662,0.977,1
713.17,459.24,0.252,43,0.505,0.865,1,1,13,0.472,0.789,0
726.57,263.92,0.398,56,0.275,0.354,3,4,112,0.508,0.957,1
983.62,57.85,0.904,49,0.247,0.691,1,1,62,0.455,0.843,1
728.29,501.75,0.817,40,0.195,0.603,0,1,7,0.337,0.944,1
643.58,536.52,0.458,45,0.924,0.494,2,2,122,0.188,0.941,1
1053.22,424.65,0.426,34,0.399,0.882,3,1,26,0.78,0.913,1
872.51,410.39,0.755,44,0.341,0.345,1,1,41,0.277,0.952,1
1752.0,548.49,0.408,38,0.633,0.444,1,1,90,0.502,0.902,1
150.0,376.13,0.591,38,0.957,0.798,1,4,109,0.165,0.997,1
1545.75,170.56,0.834,50,0.292,0.609,1,4,133,0.7,0.931,1
1623.04,382.43,0.224,30,0.825,0.588,2,5,46,0.602,0.851,1
150.0,301.99,0.717,47,0.97,0.34,3,2,12,0.533,1.0,1
828.66,382.42,0.948,33,0.866,0.459,2,2,84,0.199,0.953,1
814.28,621.07,0.084,37,0.864,0.696,0,4,154,0.411,0.794,1
296.24,99.48,0.077,36,0.885,0.446,2,1,117,0.061,0.649,1
611.09,444.37,0.678,37,0.579,0.861,1,4,157,0.095,0.782,1
444.71,86.85,0.45,46,0.396,0.584,0,1,5,0.522,0.819,1
1876.14,170.45,0.215,33,0.133,0.987,2,1,175,0.434,0.404,1
1467.84,793.46,0.516,43,0.801,0.95,1,3,20,0.824,0.909,1
1635.78,514.33,0.852,40,0.121,0.337,3,1,73,0.774,0.991,1
1360.84,440.24,0.521,43,0.332,0.617,3,5,140,0.439,0.902,1
435.47,50.0,0.896,29,0.629,0.984,2,2,6,0.552,0.815,1
737.74,341.06,0.563,44,0.194,0.67,1,1,88,0.365,0.856,1
1244.69,50.0,0.218,41,0.615,0.505,2,0,104,0.316,0.669,1
388.94,409.31,0.805,30,0.662,0.69,4,1,178,0.72,0.995,1
1356.5,88.26,0.392,46,0.236,0.663,2,1,85,0.184,0.56,1
879.84,539.46,0.593,39,0.619,0.305,0,0,177,0.867,0.989,1
812.59,440.33,0.404,25,0.462,0.952,1,2,126,0.72,0.852,0
1355.48,95.98,0.432,33,0.391,0.783,1,2,169,0.17,0.419,0
1222.13,495.4,0.206,40,0.907,0.998,1,1,175,0.409,0.5,1
819.52,923.35,0.613,43,0.913,0.51,1,4,8,0.267,0.978,1
1579.66,349.32,0.334,34,0.128,0.733,0,1,58,0.494,0.662,1
459.47,620.08,0.366,40,0.244,0.476,3,2,123,0.54,0.994,1
1307.97,50.0,0.225,38,0.77,0.766,3,1,106,0.849,0.834,1
1296.55,516.92,0.358,52,0.41,0.587,3,3,4,0.21,0.843,1
845.23,257.68,0.789,45,0.344,0.94,0,3,99,0.855,0.893,0
1163.07,332.75,0.909,45,0.642,0.309,3,0,24,0.616,0.988,1
374.44,548.78,0.446,34,0.315,0.593,1,2,4,0.752,0.996,1
1462.01,339.13,0.724,31,0.444,0.507,0,2,78,0.393,0.872,1
907.55,50.0,0.869,33,0.321,0.363,1,2,68,0.299,0.902,1
738.64,781.81,0.278,39,0.286,0.98,2,1,47,0.098,0.76,1
1524.5,50.0,0.17,41,0.928,0.3,0,2,72,0.52,0.793,1
647.83,190.12,0.269,49,0.307,0.784,1,4,161,0.373,0.608,1
295.77,432.03,0.851,33,0.929,0.465,0,2,47,0.65,0.997,1
221.69,434.36,0.325,45,0.185,0.514,2,2,14,0.314,0.996,1
1303.0,506.99,0.523,41,0.318,0.641,1,1,102,0.3,0.808,1
359.79,433.32,0.918,28,0.603,0.377,2,3,13,0.472,0.997,1
1877.4,687.1,0.479,35,0.564,0.486,3,1,178,0.752,0.972,1
150.0,522.57,0.38,29,0.557,0.917,2,0,89,0.566,1.0,1
1848.23,103.57,0.88,44,0.936,0.356,1,1,74,0.55,0.951,1
1105.51,50.0,0.146,32,0.652,0.899,1,2,79,0.717,0.551,1
951.64,437.77,0.687,44,0.594,0.391,0,1,19,0.121,0.883,1
727.54,766.54,0.438,46,0.523,0.736,1,3,83,0.577,0.965,1
1199.57,86.91,0.758,44,0.293,0.726,0,5,101,0.235,0.61,1
981.18,137.51,0.474,45,0.469,0.712,1,0,12,0.47,0.739,1
1551.65,488.71,0.798,42,0.724,0.439,0,1,68,0.142,0.855,1
1057.11,520.75,0.438,56,0.334,0.703,0,1,101,0.63,0.88,0
1075.15,680.57,0.19,49,0.492,0.649,2,1,159,0.152,0.759,0
818.19,810.28,0.409,49,0.561,0.55,2,2,85,0.169,0.943,1
971.53,459.02,0.168,36,0.5,0.656,4,2,173,0.569,0.913,1
